fecha_publicacion|publicacion|diario_numero|sumario_id|sumario_url_pdf|seccion_codigo|seccion_nombre|departamento_codigo|departamento_nombre|epigrafe_nombre|item_id|item_titulo|item_url_pdf|item_url_html|item_url_xml|szKBytes
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|7320|MINISTERIO DEL INTERIOR|Convenios|BOE-A-2025-8134|Resolución de 14 de abril de 2025, de la Secretaría General Técnica, por la que se publica el Convenio entre la Secretaría de Estado de Seguridad y el Ayuntamiento de El Rubio, para la incorporación de los Cuerpos de Policía Locales al Sistema de Seguimiento Integral de los casos de Violencia de Género.||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8134|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8134|226
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|7320|MINISTERIO DEL INTERIOR|Convenios|BOE-A-2025-8135|Resolución de 14 de abril de 2025, de la Secretaría General Técnica, por la que se publica el Convenio entre la Secretaría de Estado de Seguridad y el Ayuntamiento de La Puebla de Alfindén, para la incorporación de los Cuerpos de Policía Locales al Sistema de Seguimiento Integral de los casos de Violencia de Género.||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8135|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8135|225
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|7320|MINISTERIO DEL INTERIOR|Convenios|BOE-A-2025-8136|Resolución de 14 de abril de 2025, de la Secretaría General Técnica, por la que se publica el Convenio entre la Secretaría de Estado de Seguridad y el Ayuntamiento de Malpartida de Plasencia, para la incorporación de los Cuerpos de Policía Locales al Sistema de Seguimiento Integral de los casos de Violencia de Género.||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8136|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8136|225
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|7320|MINISTERIO DEL INTERIOR|Convenios|BOE-A-2025-8137|Resolución de 14 de abril de 2025, de la Secretaría General Técnica, por la que se publica el Convenio entre la Secretaría de Estado de Seguridad y el Ayuntamiento de Tavernes de la Valldigna, para la incorporación del Cuerpo de Policía Local al Sistema de Seguimiento Integral de los casos de Violencia de Género.||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8137|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8137|225
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|7320|MINISTERIO DEL INTERIOR|Convenios|BOE-A-2025-8138|Resolución de 14 de abril de 2025, de la Secretaría General Técnica, por la que se publica el Convenio entre la Secretaría de Estado de Seguridad y el Ayuntamiento de Tegueste, para la incorporación del Cuerpo de Policía Local al Sistema de Seguimiento Integral de los casos de Violencia de Género.||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8138|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8138|225
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|7320|MINISTERIO DEL INTERIOR|Convenios|BOE-A-2025-8139|Resolución de 14 de abril de 2025, de la Secretaría General Técnica, por la que se publica el Convenio entre la Secretaría de Estado de Seguridad y el Ayuntamiento de Villanueva de Córdoba, para la incorporación de los Cuerpos de Policía Locales al Sistema de Seguimiento Integral de los casos de Violencia de Género.||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8139|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8139|226
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|9586|MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE|Comunidad Autónoma del País Vasco. Convenio|BOE-A-2025-8140|Resolución de 25 de marzo de 2025, de la Entidad Pública Empresarial Administrador de Infraestructuras Ferroviarias, por la que se publica la Adenda de modificación y prórroga al Convenio con el Ayuntamiento de Irún y la Comunidad Autónoma del País Vasco, para la redacción del proyecto constructivo, la ejecución de las obras, la dirección de las obras y el mantenimiento de la nueva pasarela urbana con acceso al edificio de viajeros de la estación de Irún (Gipuzkoa).||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8140|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8140|241
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|9586|MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE|Navegación aérea|BOE-A-2025-8141|Orden TRM/381/2025, de 7 de abril, por la que se designa el Aeropuerto de Córdoba como aeropuerto facilitado, a cuyo efecto se modifica el Anexo I del Real Decreto 20/2014, de 17 de enero, por el que se completa el régimen jurídico en materia de asignación de franjas horarias en los aeropuertos españoles.||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8141|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8141|193
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|9590|MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES|Avocación de competencias|BOE-A-2025-8142|Resolución de 15 de abril de 2025, de la Secretaría de Estado de Educación, sobre avocación de competencias.||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8142|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8142|188
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|9573|MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL|Recursos|BOE-A-2025-8143|Resolución de 14 de abril de 2025, de la Subsecretaría, por la que se emplaza a las personas interesadas en el recurso contencioso-administrativo 54/2025, interpuesto ante el Tribunal Superior de Justicia de Madrid, Sala de lo Contencioso-Administrativo, Sección Tercera.||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8143|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8143|186
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|9575|MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO|Comunidad Autónoma de Aragón. Convenio|BOE-A-2025-8144|Resolución de 10 de abril de 2025, de la Dirección General de Políticas contra la Despoblación, por la que se publica el Convenio con la Universidad de Zaragoza, para la realización del Programa Campus Rural de prácticas universitarias en el medio rural.||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8144|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8144|334
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|9575|MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO|Comunidad Autónoma de Galicia. Convenio|BOE-A-2025-8145|Resolución de 10 de abril de 2025, de la Dirección General de Políticas contra la Despoblación, por la que se publica el Convenio con la Universidad de Santiago de Compostela, para la realización del Programa Campus Rural de prácticas universitarias en el medio rural.||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8145|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8145|318
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|9575|MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO|Convenios|BOE-A-2025-8146|Resolución de 10 de abril de 2025, de la Dirección General de Políticas contra la Despoblación, por la que se publica el Convenio con la Universitat Jaume I, para la realización del Programa Campus Rural de prácticas universitarias en el medio rural.||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8146|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8146|310
